HELPER,class,team
ed payne09/09/2004edinburg- tx,2023,MIN
ed richardson02/11/2000denver- co,2023,CHC
ed rush01/23/2005gold beach- or,2023,SEA
ed simmons08/15/2000amherst- ny,2023,OAK
ed zavala08/13/2003east lyme- ct,2023,UNSIGNED
eddie clifton04/21/2005fargo- nd,2023,NYM
eddie dunn01/02/2004san antonio- tx,2023,CLE
eddie irwin09/27/2002philadelphia- pa,2023,KC
eddie malone02/27/2004grand prairie- tx,2023,PIT
eddie schlueter01/13/2004tacoma- wa,2023,UNSIGNED
eddie wood08/06/2001mission hills- ks,2023,MIN
edgardo flores09/30/2004consuelo- san,2023,UNSIGNED
edwin mcneill02/07/2001charlotte- nc,2023,CWS
eli henderson01/08/2004medford- nj,2023,PIT
eli wilson11/12/2000los angeles- ca,2023,HOU
elton larson10/25/2005bolingbrook- il,2023,SF
elvis mccarty11/17/2005denver- co,2023,ARI
eric adams12/29/2004indianola- ia,2023,MIA
eric anderson11/28/2004amherst- nh,2023,CLE
eric barnett07/31/2001rupert- id,2023,ATL
eric brown07/27/2005new orleans- la,2023,PIT
eric calderon08/26/2004selmer- tn,2023,PHI
eric chamberlain11/02/2001costa mesa- ca,2023,ATL
eric denning03/14/2000wyckoff- nj,2023,UNSIGNED
eric dupree07/10/2004san antonio- tx,2023,BOS
eric garrett05/02/2004decatur- ga,2023,ATL
eric horn06/24/2002bel air north- md,2023,COL
eric jackson02/20/2005broadway- va,2023,KC
eric johnstone12/16/2002oakland- me,2023,TOR
eric little12/08/2001sunrise- fl,2023,SD
eric lyons08/01/2001detroit- mi,2023,OAK
eric macdonald07/20/2000bridgeport- tx,2023,UNSIGNED
eric mclean09/18/2004grove city- oh,2023,CWS
eric moyer09/15/2004burton- mi,2023,STL
eric o'kinealy09/10/2004hillsboro- or,2023,UNSIGNED
eric ortiz05/21/2001greensboro- nc,2023,COL
eric sanchez11/05/2000baltimore- md,2023,TEX
eric smith07/19/2004milwaukee- wi,2023,HOU
eric stanley02/10/2001san antonio- tx,2023,COL
eric sutton09/12/2001houston- tx,2023,CLE
eric white01/17/2001milford- mi,2023,UNSIGNED
erik harrington11/11/2005azusa- ca,2023,CWS
erik lambert01/27/2004harvey- il,2023,UNSIGNED
ernesto perez06/06/2004caguas- hum,2023,UNSIGNED
ernesto trevino03/26/2004chicago- il,2023,SEA
ernie davis04/21/2002stock island- fl,2023,NYM
ernie downing10/07/2004brooklyn- ny,2023,TB
ernie wells12/08/2002eastchester- ny,2023,TB
ethan picot01/01/2001atmore- al,2023,UNSIGNED
ethan wright07/21/2001medina- ny,2023,LAA
ezra dudley11/30/2001lexington- ky,2023,CIN
geoff kirkland08/31/2002streamwood- il,2023,UNSIGNED
geoffrey hunt10/23/2001north attleborough- ma,2023,WAS
germain babin05/11/2002omemee- on,2023,CHC
gil mackessock01/28/2005girard- oh,2023,UNSIGNED
gil mckimmie10/23/2002scott- la,2023,TOR
gil stout05/17/2002new york- ny,2023,ARI
gilberto garcia04/19/2001utuado- pon,2023,UNSIGNED
gilberto sanchez03/01/2003santa barbara- ca,2023,OAK
gilberto vazquez10/01/2004orford- nh,2023,CWS
glen jefferson08/09/2002asheville- nc,2023,HOU
greg baker11/17/2004los angeles- ca,2023,NYY
greg blevins09/22/2004philadelphia- pa,2023,LAD
greg burns06/12/2004newark- nj,2023,UNSIGNED
greg cooper05/03/2004santee- ca,2023,UNSIGNED
greg douglas10/18/2001pike creek- de,2023,MIL
greg farmer01/19/2003mansura- la,2023,ARI
greg hastings05/10/2004martha lake- wa,2023,UNSIGNED
greg hickey02/08/2000denton- tx,2023,CLE
greg martin04/28/2004jackson township- nj,2023,UNSIGNED
greg mcclure09/23/2001marion- in,2023,UNSIGNED
greg moore01/08/2004olathe- ks,2023,BOS
greg o'connor05/11/2002miami gardens- fl,2023,DET
greg olson02/08/2001pine bluff- ar,2023,HOU
greg patrick04/24/2005o'fallon- mo,2023,PIT
greg phelan01/15/2004toronto- on,2023,UNSIGNED
greg pitts04/18/2003goodlettsville- tn,2023,UNSIGNED
greg roberts06/26/2004oakland- ca,2023,LAA
greg wilson05/30/2001lansing- il,2023,PIT
hal palmer03/25/2004grand forks- nd,2023,LAA
hank hollingsworth08/07/2004green bay- wi,2023,UNSIGNED
hank nance07/15/2004lakeview estates- ga,2023,CIN
harry meehan12/13/2002torbay- nl,2023,CIN
hector andres07/08/2005mercerville-hamilton square- nj,2023,CLE
hector baez08/27/2004mauldin- sc,2023,OAK
hector carrillo01/21/2002yonkers- ny,2023,UNSIGNED
hector flores05/15/2001carolina- car,2023,SD
hector marin09/24/2002round rock- tx,2023,UNSIGNED
hector martinez09/09/2002ft. worth- tx,2023,TOR
hector rivera03/20/2003levittown- bay,2023,STL
hector trevino05/05/2001bridge city- la,2023,ATL
horace pogue08/15/2001seaside- ca,2023,LAA
horace thompson07/26/2004bismarck- nd,2023,SEA
hugh collins07/16/2004santa ana- ca,2023,UNSIGNED
ian petty07/19/2004gorham- me,2023,DET
isat smith10/06/2002littleton- co,2023,MIN
ivan gamboa12/28/2004raymore- mo,2023,SEA
ivan pena06/12/2003arecibo- are,2023,HOU
j.j. o'reilly04/19/2000moscow- id,2023,UNSIGNED
j.j. walsh07/13/2001berkeley- ca,2023,CLE
jake buckner10/22/2002sequim- wa,2023,UNSIGNED
jake miller02/28/2005little river- sc,2023,LAA
jake powell12/18/2001los angeles- ca,2023,UNSIGNED
jamie allen02/18/2004reston- va,2023,CIN
jamie robinson09/17/2003quincy- il,2023,SEA
jared hendrix10/19/2002albany- ga,2023,PHI
jared morrison11/22/2004virginia beach- va,2023,STL
jared ward03/21/2003las vegas- nv,2023,OAK
jared winston05/21/2001camarillo- ca,2023,BOS
jed chapman09/04/2002baltimore- md,2023,SF
jed dow02/04/2001quebec city- qc,2023,UNSIGNED
jeff alexander07/05/2003milwaukee- wi,2023,UNSIGNED
jeff armstrong08/26/2004hingham- ma,2023,CWS
jeff barnard11/15/2004lubbock- tx,2023,OAK
jeff caldwell11/16/2004los angeles- ca,2023,LAD
jeff campbell09/28/2002eden prairie- mn,2023,PHI
jeff cooper04/05/2001oro valley- az,2023,MIN
jeff donaldson09/19/2003carbondale- il,2023,ATL
jeff gunther01/19/2002effingham- il,2023,KC
jeff guthrie02/05/2005escondido- ca,2023,OAK
jeff haines08/03/2002willow grove- pa,2023,TEX
jeff hinton11/26/2003chicago- il,2023,CWS
jeff johnson01/04/2004radcliff- ky,2023,CIN
jeff jones02/09/2002waco- tx,2023,DET
jeff karcher01/10/2002willowbrook- ca,2023,NYY
jeff keys07/26/2000chicago- il,2023,COL
jeff mcloughlin02/24/2001west babylon- ny,2023,COL
jeff murray03/10/2002los angeles- ca,2023,COL
jeff oliver12/05/2004brigantine- nj,2023,CHC
jeff parks02/08/2002augusta- ga,2023,PIT
jeff pepys05/19/2004dardenne prairie- mo,2023,STL
jeff perez07/26/2002waterbury- ct,2023,BOS
jeff rouse09/11/2001cleveland heights- oh,2023,MIN
jeff slaughter09/24/2004new city- ny,2023,LAA
jeff smith06/30/2002san jose- ca,2023,MIN
jeff souffront01/04/2004wilmington- ma,2023,HOU
jeff stephenson06/22/2004federal way- wa,2023,UNSIGNED
jeff tidwell10/29/2004san francisco- ca,2023,UNSIGNED
jeff williams03/18/2001little rock- ar,2023,SF
jeremiah farrell06/12/2002san diego- ca,2023,TB
jeremy carter08/07/2004fall river- ma,2023,SD
jeremy clements02/02/2002simi valley- ca,2023,UNSIGNED
jeremy colon03/11/2004willoughby hills- oh,2023,KC
jeremy combs01/22/2005glendale- az,2023,UNSIGNED
jeremy cottor11/21/2003vandergrift- pa,2023,LAD
jeremy crockett06/03/2002holly springs- ms,2023,CLE
jeremy erickson07/22/2002stevens point- wi,2023,TOR
jeremy picot08/18/2004west covina- ca,2023,KC
jeremy randall04/18/2004vallejo- ca,2023,HOU
jeremy rutledge01/12/2002franklin- in,2023,PIT
jeremy stewart02/20/2004appleton- wi,2023,CLE
jerry baker05/04/2004mountain view- hi,2023,CWS
jerry crowder12/23/2004huron- oh,2023,UNSIGNED
jerry hunt11/23/2004oklahoma city- ok,2023,ARI
jerry jones07/01/2004villa park- il,2023,ARI
jerry mathews09/25/2001matteson- il,2023,COL
jerry miller08/23/2004sacramento- ca,2023,SEA
jerry murray03/13/2004dallas- tx,2023,LAD
jerry nelson05/07/2002charlotte- nc,2023,SF
jerry smith08/08/2001avalon- ca,2023,UNSIGNED
jerry taylor11/21/2002dallas- tx,2023,ARI
jerry wilhelm05/23/2004saginaw- mi,2023,MIL
jesus acosta04/24/2004ponce- pon,2023,UNSIGNED
jesus amador01/08/2002hope- ar,2023,STL
jesus barrera06/17/2001san marcos- ca,2023,LAD
jesus burgos12/11/2004cheltenham township- pa,2023,DET
jesus cadengo05/01/2000brooklyn- ny,2023,BOS
jesus cavacos06/01/2004ellicott city- md,2023,SD
jesus cruz09/06/2003richmond heights- mo,2023,BAL
jesus garcia02/22/2001hauppauge- ny,2023,BOS
jesus gonzales05/14/2003sunnyvale- ca,2023,ATL
jesus gutierrez06/20/2004san sebastian- may,2023,COL
jesus hernandez10/20/2004monroe- wi,2023,CLE
jesus lopez11/07/2001lebanon- oh,2023,HOU
jesus lujan06/24/2002vega baja- are,2023,MIL
jesus melendez05/08/2004new york- ny,2023,MIL
jesus murillo07/09/2003lincoln- ne,2023,BOS
jesus ribiera12/07/2000venice- fl,2023,UNSIGNED
jesus rivera09/21/2004tuxtla gutierrez- chi,2023,ARI
jesus rosales12/30/2004guaynabo- bay,2023,SEA
jesus rufino01/29/2004rio grande- hum,2023,CIN
jesus sanchez07/01/2001guaynabo- bay,2023,HOU
jim brown11/14/2004worcester- ma,2023,SD
jim bullard02/07/2004dowagiac- mi,2023,UNSIGNED
jim bullard05/28/2002spokane- wa,2023,NYM
jim conner01/01/2000san jose- ca,2023,COL
jim dodson01/09/2005central manchester- ct,2023,UNSIGNED
jim fox02/27/2002st. james- ny,2023,HOU
jim gamble12/05/2004garden home-whitford- or,2023,UNSIGNED
jim gibson04/16/2002potterville- mi,2023,BAL
jim goodman04/13/2004honolulu- hi,2023,UNSIGNED
jim hall12/25/2004romeoville- il,2023,MIN
jim hardin09/06/2003newport- ri,2023,UNSIGNED
jim harris08/28/2002houston- tx,2023,NYY
jim hickman06/21/2000buena park- ca,2023,ATL
jim jackson03/19/2003hoover- al,2023,TEX
jim jacobs09/09/2001sacramento- ca,2023,CIN
jim jones03/12/2001las vegas- nv,2023,LAD
jim kunkle06/23/2000boaz- al,2023,DET
jim lee01/04/2001mountain view (santa clara county)- ca,2023,SF
jim logan08/08/2004pierre- sd,2023,NYM
jim lyon10/22/2005belmont- ca,2023,KC
jim martinez07/06/2001chicago- il,2023,UNSIGNED
jim mckendry07/03/2001ypsilanti- mi,2023,COL
jim miller02/02/2003ojus- fl,2023,UNSIGNED
jim orosco09/02/2003atlanta- ga,2023,UNSIGNED
jim peterson05/17/2004bozeman- mt,2023,TB
jim rutledge09/29/2002armada- mi,2023,UNSIGNED
jim solis06/23/2004pine bluff- ar,2023,ARI
jim sullivan02/08/2003bay village- oh,2023,HOU
jim sutton03/28/2003charleston- sc,2023,STL
jim taylor07/26/2004mesquite- nv,2023,NYM
jim thompson05/28/2004ankeny- ia,2023,LAD
jim valentine03/22/2002los angeles- ca,2023,DET
jim vallance08/29/2004plano- tx,2023,HOU
jim wilson02/23/2003charlotte- nc,2023,TOR
jimmy chambers05/05/2003garden grove- ca,2023,TEX
jimmy dawson04/11/2005barrington- ri,2023,UNSIGNED
jimmy dixon12/09/2002alpena- mi,2023,UNSIGNED
jimmy green03/25/2004bonham- tx,2023,UNSIGNED
jimmy mason02/14/2003bakersfield- ca,2023,TB
jimmy nichols06/27/2002boston- ma,2023,BAL
jimmy pruitt09/05/2004compton- ca,2023,LAA
jimmy williams02/01/2004norwalk- ct,2023,CIN
joaquin hernandez04/22/2004arcadia- ca,2023,MIA
jody taylor10/10/2004garland- tx,2023,MIL
joe arbuthnot10/11/2002san francisco- ca,2023,KC
joe baker03/30/2003orange park- fl,2023,HOU
joe barnes04/02/2003cambridge- ma,2023,UNSIGNED
joe best12/15/2000conyers- ga,2023,MIL
joe burgess10/28/2005los angeles- ca,2023,NYM
joe davis10/12/2004tacoma- wa,2023,OAK
joe fullerton08/01/2000windham- ct,2023,MIL
joe gallo11/22/2003long beach- ca,2023,CLE
joe garner09/21/2004sacramento- ca,2023,CLE
joe gutierrez07/10/2005denver- co,2023,UNSIGNED
joe hampton02/27/2004ridgewood- nj,2023,NYY
joe hanson02/28/2003winston-salem- nc,2023,SD
joe harley08/29/2002memphis- tn,2023,CWS
joe hill04/14/2004st. louis- mo,2023,LAD
joe howard10/18/2002st. louis- mo,2023,TB
joe hunter03/07/2001monroe- la,2023,CIN
joe infante11/27/2004mead- co,2023,UNSIGNED
joe jackson08/25/2003ogden- ut,2023,CLE
joe lamb12/17/2001fountain valley- ca,2023,COL
joe marshall09/05/2001euless- tx,2023,LAD
joe miller12/12/2002odessa- tx,2023,SD
joe mills08/18/2004aloha- or,2023,UNSIGNED
joe richards07/31/2004laguna- ca,2023,MIA
joe sanders01/22/2004brooklyn- ny,2023,MIL
joe stephenson08/31/2002st. george- ut,2023,CHC
joe stevens02/19/2004des plaines- il,2023,UNSIGNED
joe taylor10/24/2002east los angeles- ca,2023,MIN
joe williams06/05/2004california city- ca,2023,NYM
joe williams09/19/2000columbia- sc,2023,MIN
joe woods02/28/2003the pinery- co,2023,ARI
joe wright03/09/2003cheviot- oh,2023,CLE
joel daniell08/29/2003carthage- tx,2023,UNSIGNED
joel jackson10/28/2005san diego- ca,2023,UNSIGNED
joel rivers09/05/2002oklahoma city- ok,2023,BAL
joey rose10/23/2003lawton- ok,2023,BAL
joey weston05/10/2004maltby- wa,2023,NYY
john foote03/08/2002tillsonburg- on,2023,UNSIGNED
johnathan hall07/10/2004washington- dc,2023,UNSIGNED
johnny collins06/13/2000plymouth- mn,2023,CIN
johnny russell11/17/2002shawnee- ok,2023,ATL
johnny smith07/31/2004columbus- oh,2023,SEA
johnny wright03/14/2003montrose- co,2023,UNSIGNED
jon doyle06/07/2005morgan city- la,2023,DET
jon edwards09/01/2004phoenix- az,2023,DET
jon francis07/13/2004los alamos- nm,2023,DET
jon garrett04/10/2005stowe township- pa,2023,NYY
jon mahoney12/31/2001ithaca- mi,2023,ARI
jon mullins03/19/2004utica- oh,2023,TB
jon stovak09/24/2004oak ridge- tn,2023,LAD
jon yarbrough04/22/2002glen allen- va,2023,OAK
jonathan cain09/14/2002southampton- pa,2023,STL
jonathan hebert10/10/2005canton- oh,2023,UNSIGNED
jonathan taylor04/23/2000columbus- oh,2023,TB
jorge aguilar10/09/2004bayamon- bay,2023,WAS
jorge arroyo07/08/2000sammamish- wa,2023,OAK
jorge chavez11/27/2002paterson- nj,2023,PIT
jorge dias04/23/2003la presa- ca,2023,LAD
jorge hernandez10/18/2004arlington- va,2023,CHC
jorge nunez11/30/2005los alamos- nm,2023,PIT
jorge romano07/04/2004ponce- pon,2023,TB
jorge ruiz10/13/2003st. charles- mo,2023,LAA
jorge sobrin03/29/2001kearny- az,2023,UNSIGNED
jorge tovar10/30/2004bayamon- bay,2023,LAA
jose acevedo09/21/2002arecibo- are,2023,KC
jose cabral01/28/2005williamstown- nj,2023,UNSIGNED
jose diaz09/26/2003st. clair- mi,2023,NYM
jose garcia01/06/2004lares- pon,2023,UNSIGNED
jose garcia07/01/2002san juan- san,2023,SEA
jose guerrero08/31/2004concord- nh,2023,SF
jose guillen09/23/2003continental- oh,2023,LAD
jose haros09/15/2004mayaguez- may,2023,UNSIGNED
jose hinojosa01/24/2000mayaguez- may,2023,MIN
jose javier01/05/2002greenhills- oh,2023,UNSIGNED
jose marin07/02/2001rio grande- hum,2023,STL
jose mejia12/03/2004swissvale- pa,2023,UNSIGNED
jose morales03/08/2005brooklyn- ny,2023,CWS
jose munoz08/24/2000san juan- san,2023,TB
jose nunez09/28/2004pittsboro- in,2023,NYM
jose ordonez06/27/2003worcester- ma,2023,SF
jose ortiz04/09/2002chicago- il,2023,UNSIGNED
jose ortiz05/27/2002garfield heights- oh,2023,ARI
jose ramos09/13/2005arecibo- are,2023,SD
jose rodriguez05/06/2004brookfield- il,2023,BAL
jose roman10/16/2002wapato- wa,2023,CWS
jose romero08/02/2001barnes lake-millers lake- mi,2023,WAS
jose santiago12/08/2002hayward- ca,2023,UNSIGNED
jose tamayo09/11/2001guaynabo- bay,2023,SF
jose valadez11/04/2004memphis- tn,2023,OAK
jose vazquez12/05/2004los angeles- ca,2023,CHC
jose velasquez01/15/2004villanova- pa,2023,UNSIGNED
jose virata01/11/2003tornado- wv,2023,CLE
josh ellis07/21/2004san diego- ca,2023,LAA
josh glendenning09/10/2003brillion- wi,2023,CWS
josh mcintyre04/18/2000portland- or,2023,UNSIGNED
josh o'neil09/11/2004joplin- mo,2023,UNSIGNED
josh price08/20/2000york- me,2023,UNSIGNED
josh woods02/15/2000columbine- co,2023,HOU
josh young11/14/2004brooklyn- ny,2023,NYY
juan alguirre05/05/2003bridgewater- ma,2023,NYY
juan alvarez07/29/2002new york- ny,2023,PIT
juan gonzales04/30/2002st. paul- mn,2023,BAL
juan gusman12/30/2002huntington beach- ca,2023,MIL
juan guzman05/29/2002gainesville- fl,2023,PIT
juan navarro10/22/2002north liberty- ia,2023,TEX
juan ramirez01/24/2004east moline- il,2023,UNSIGNED
juan reyes09/10/2004arecibo- are,2023,HOU
juan reyes12/26/2002caguas- hum,2023,SD
juan rivera03/18/2003hayesville- or,2023,UNSIGNED
juan serrano12/18/2004las piedras- hum,2023,LAD
juan silva04/27/2001loveland- co,2023,UNSIGNED
jud palmer07/24/2003ft. worth- tx,2023,LAA
julien bouvet10/08/2004chapais- qc,2023,TOR
julius brooks10/17/2000chicago- il,2023,UNSIGNED
junior etheridge06/30/2002pine hills- fl,2023,BOS
karl shewman04/30/2000hamilton- on,2023,DET
katon mollema06/07/2002yucca valley- ca,2023,UNSIGNED
ken baldwin08/03/2004san jose- ca,2023,NYM
ken campbell11/22/2004cincinnati- oh,2023,CLE
ken casey03/25/2005franklin- ma,2023,SF
ken hogan04/29/2003walla walla- wa,2023,OAK
ken jackson05/24/2005progress- pa,2023,NYM
ken lambright08/21/2000chaparral- nm,2023,STL
ken leblanc10/11/2003the colony- tx,2023,SEA
ken lowry02/22/2002columbia- md,2023,NYM
ken miller08/24/2002columbia- sc,2023,UNSIGNED
ken myers12/24/2001bessemer city- nc,2023,PIT
ken nelson11/03/2004salem- in,2023,BAL
ken pryor08/17/2003dyer- in,2023,KC
ken richards09/03/2001killingly- ct,2023,ATL
ken riley02/19/2004ocoee- fl,2023,CHC
ken roberts05/29/2000clarksville- in,2023,BOS
ken smith07/30/2004durham- nc,2023,UNSIGNED
ken summers01/09/2003sedalia- mo,2023,SEA
ken watkins06/09/2002cornelius- or,2023,UNSIGNED
ken willis04/25/2004cedar falls- ia,2023,WAS
ken wise04/22/2005shawnee- ks,2023,MIL
kenshin ichikawa01/01/2004tondabayashi- osa,2023,LAD
kevin anderson04/23/2004stratham- nh,2023,UNSIGNED
kevin butler03/04/2001salinas- ca,2023,MIL
kevin clark02/11/2004new bedford- ma,2023,ARI
kevin gaines11/16/2002denver- co,2023,DET
kevin gonzales02/10/2003jacksonville- fl,2023,OAK
kevin green07/19/2002tuscaloosa- al,2023,CIN
kevin hunter08/04/2002worcester- ma,2023,CHC
kevin johnston04/16/2000jacksonville- fl,2023,CWS
kevin johnston05/11/2002teaticket- ma,2023,COL
kevin rodriguez12/31/2004philadelphia- pa,2023,BOS
kevin williams11/17/2004kemp mill- md,2023,SEA
kieran foster06/13/2002elk city- ok,2023,PHI
kolin kaiser08/13/2002blacksburg- va,2023,NYM
kurt emerson02/11/2002pine island- mn,2023,BAL
kurt greene10/06/2003apache junction- az,2023,SF
lanny nelson10/26/2005franklin- tn,2023,DET
len robinson08/30/2002eunice- la,2023,CWS
len watson07/11/2002burleson- tx,2023,UNSIGNED
leo moore11/25/2004wellington- fl,2023,BOS
leo morrisey06/09/2004beloeil- qc,2023,NYY
leon bolden07/05/2001fitchburg- ma,2023,MIN
leon fowler03/01/2001rollinsford- nh,2023,TOR
leonardo jimenez06/15/2004san lorenzo- hum,2023,UNSIGNED
les wilder12/10/2003madison- ms,2023,BAL
lonnie pierce04/19/2003dracut- ma,2023,CIN
lonnie weatherford03/24/2004akron- oh,2023,LAD
loren lee04/04/2004corpus christi- tx,2023,WAS
lou berry05/14/2003clarksdale- ms,2023,MIL
lou farley02/07/2001lawrence- in,2023,TEX
lou hoffman06/21/2004fishers- in,2023,DET
lucio mejia06/23/2001alexandria- la,2023,SF
luis adame05/18/2000kiryas joel- ny,2023,PHI
luis aragon02/03/2002san juan- san,2023,TEX
luis delgado02/19/2001milwaukee- wi,2023,HOU
luis frost11/26/2002cleveland- oh,2023,HOU
luis gomez10/14/2002irondale- al,2023,LAD
luis gorcia06/03/2002phil campbell- al,2023,TB
luis huerta11/30/2004vista- ca,2023,MIN
luis lozano03/17/2001longmont- co,2023,UNSIGNED
luis melendez03/31/2002narrows- va,2023,TOR
luis mendez10/01/2001moca- may,2023,MIL
luis reyes04/14/2001valley center- ca,2023,TB
luis rodriguez07/07/2000san german- may,2023,LAD
lyndon buck12/02/2000johnson city- tn,2023,UNSIGNED
lyndon ryan01/03/2004red lake falls- mn,2023,UNSIGNED
mal armstrong11/23/2004bethesda- md,2023,UNSIGNED
mal graves09/19/2004north chicago- il,2023,UNSIGNED
mal kerry09/16/2002nicholasville- ky,2023,CIN
mal white05/29/2004falmouth- me,2023,ATL
manny delguericio01/24/2004patton- pa,2023,CLE
marc hancock01/14/2003new milford- nj,2023,TB
mario cavazos05/15/2001san juan- san,2023,HOU
mario mendez10/19/2004lebanon- or,2023,CWS
marlon bennett11/18/2004independence- mo,2023,LAA
marv baker06/02/2000new york- ny,2023,UNSIGNED
matthew coello06/25/1998unknown,2023,UNSIGNED
mauro telule05/25/2002wilkes-barre- pa,2023,LAD
max owens01/30/2004eagle- id,2023,SD
max peterson04/10/2004fairport- ny,2023,ARI
max scots11/24/2001brawley- ca,2023,UNSIGNED
max williams09/26/2004blairsville- pa,2023,UNSIGNED
mike allen09/11/2000new rochelle- ny,2023,SEA
mike anderson05/16/2002ft. wayne- in,2023,TB
mike blair08/16/2004bakersfield- ca,2023,MIA
mike bowman04/01/2005hudson- nh,2023,UNSIGNED
mike bryant11/06/2002plano- tx,2023,ARI
mike daugherty08/09/2001lakewood- co,2023,MIN
mike davis01/05/2005raleigh- nc,2023,ATL
mike davis06/26/2004madison park- nj,2023,CLE
mike earp08/15/2001tampa- fl,2023,ARI
mike evans10/14/2004dunkirk- in,2023,UNSIGNED
mike greene12/12/2001san jacinto- ca,2023,UNSIGNED
mike harvey09/20/2004cranston- ri,2023,PIT
mike hill12/18/2003tupelo- ms,2023,BOS
mike kennedy08/16/2004frisco- tx,2023,SEA
mike lee03/01/2003heritage hills- ny,2023,SD
mike miller03/20/2002ocean springs- ms,2023,COL
mike moon02/14/2004pueblo- co,2023,CWS
mike moon11/01/2002long branch- nj,2023,BAL
mike o'brien01/23/2002west covina- ca,2023,BOS
mike parkinson03/29/2003kenosha- wi,2023,COL
mike price07/11/2002new york- ny,2023,UNSIGNED
mike saunders05/07/2004lombard- il,2023,LAA
mike scott01/02/2004kansas city- mo,2023,ARI
mike sharp11/12/2004sweetwater- fl,2023,NYY
mike shelton12/30/2003melbourne- fl,2023,DET
mike theriot07/15/2002altamonte springs- fl,2023,CHC
mike warren04/28/2004flatwoods- ky,2023,CHC
mike winter06/17/2002phoenix- az,2023,NYY
mike winters03/17/2001manchester- nh,2023,TEX
mitch bentley01/22/2003punxsutawney- pa,2023,UNSIGNED
nate hudspeth12/10/2001wadsworth- oh,2023,SD
nate shepherd07/13/2000westford- ma,2023,UNSIGNED
ned clark04/06/2004orchard city- co,2023,KC
noel webb01/28/2002davis- ca,2023,UNSIGNED
norbert smith08/02/2001san marcos- ca,2023,DET
norberto lopez01/15/2005mariemont- oh,2023,MIL
norberto villegas06/16/2002sarasota- fl,2023,HOU
norm bean06/27/2004white oak- md,2023,PIT
octavio diaz04/24/2004hastings- ne,2023,UNSIGNED
oliver hermoso08/25/2004chicago- il,2023,SEA
orlando ramos04/28/2004north seekonk- ma,2023,TOR
orlando saldana09/08/2001south valley- nm,2023,UNSIGNED
oscar brown06/23/2004newton- ma,2023,ARI
oscar peters10/12/2004new brunswick- nj,2023,WAS
pancho galvez06/12/2002west carson- ca,2023,BOS
pancho leon07/17/2002newton- ma,2023,UNSIGNED
pat carlson10/03/2000statesboro- ga,2023,UNSIGNED
pat cox05/15/2004carrollton- tx,2023,WAS
pat fields08/21/2004brentwood- tn,2023,UNSIGNED
pat fuller03/18/2001los angeles- ca,2023,UNSIGNED
pat hunt11/16/2004villa park- il,2023,NYM
pat martin03/01/2005new york- ny,2023,UNSIGNED
pat mullins02/22/2001champaign- il,2023,KC
pat o'herlihy10/31/2004burrillville- ri,2023,MIN
pat rogers09/03/2001bay city- tx,2023,NYY
pepe lara10/16/2001levittown- bay,2023,CIN
pepe murillo07/11/2005bend- or,2023,TOR
pete banks06/05/2004hokes bluff- al,2023,HOU
pete collier02/03/2001trois-rivieres- qc,2023,UNSIGNED
pete edwards10/03/2005hannibal- mo,2023,UNSIGNED
pete leslie01/05/2005holmen- wi,2023,ATL
pete perkins05/08/2002dallas- tx,2023,DET
phil bowers03/07/2004mt. vernon- wa,2023,CLE
phil conner07/30/2004fullerton- ca,2023,LAA
phil house04/17/2004philadelphia- pa,2023,SF
phil keller08/25/2003country knolls- ny,2023,CHC
phil landry07/26/2002national city- ca,2023,KC
phil miller06/15/2004payne- oh,2023,PHI
phil price11/09/2004tinley park- il,2023,UNSIGNED
phil robbins05/22/2003evansville- in,2023,ATL
quentin saunders01/28/2004monson- ma,2023,UNSIGNED
quincy hall06/19/2004green- oh,2023,MIA
r.j. campbell03/16/2003sandy springs- ga,2023,UNSIGNED
randy allen07/27/2004glendale- ca,2023,SF
randy mccarthy03/03/2005new york- ny,2023,UNSIGNED
raul amaya07/06/2002winston-salem- nc,2023,ATL
raul hernandez06/16/2003collierville- tn,2023,UNSIGNED
raul molina05/17/2003arecibo- are,2023,PHI
raul rubio10/17/2001san juan- san,2023,HOU
raul sanchez10/19/2000passaic- nj,2023,UNSIGNED
raul valentin09/07/2004san juan- san,2023,MIL
raul vega07/02/2000riverside- ca,2023,TB
reggie kaufman03/19/2002casselberry- fl,2023,SD
reggie lewis11/14/2004carrollton- tx,2023,PIT
reginald winstone11/01/2000kenner- la,2023,COL
rhett manning05/15/2002austin- tx,2023,DET
ric johnson03/19/2005plantation (broward county)- fl,2023,UNSIGNED
ricky stewart11/21/2004olney- md,2023,UNSIGNED
river thornton07/22/2005minneapolis- mn,2023,COL
rob benton08/27/2003east patchogue- ny,2023,UNSIGNED
rob cantrell01/30/2004ammon- id,2023,UNSIGNED
rob clark05/13/2004chicopee- ma,2023,HOU
rob clark12/03/2004clinton- nj,2023,SD
rob crocker10/14/2004la follette- tn,2023,CHC
rob gibson05/31/2003philadelphia- pa,2023,BAL
rob gray08/21/2005bailey's crossroads- va,2023,UNSIGNED
rob johnson05/08/2001alhambra- ca,2023,TOR
rob jones07/30/2003moreno valley- ca,2023,TOR
rob o'quinn12/01/2004wood-ridge- nj,2023,NYY
rob ramos02/07/2003tuftonboro- nh,2023,KC
rob risch02/18/2005denver- co,2023,CLE
rob watson12/17/2005lakeview- or,2023,SEA
rob wilkins12/31/2001savage- mn,2023,MIN
robbie beckenbauer12/05/2000washington- dc,2023,UNSIGNED
robbie mcdonald10/02/2004fairview heights- il,2023,CWS
